name,fips,cases
Alabama,1091.0,6104.0
Puerto Rico,72093.0,1675.0
Arizona,4013.0,1533874.0
Missouri,29125.0,1969.0
California,6041.0,55162.0
Wisconsin,55075.0,14649.0
Alabama,1093.0,10134.0
Arkansas,5089.0,4106.0
Florida,12083.0,105676.0
Georgia,13197.0,1879.0
Illinois,17121.0,14725.0
Indiana,18097.0,269091.0
Iowa,19125.0,8936.0
Kansas,20115.0,4056.0
Kentucky,21155.0,8062.0
Mississippi,28091.0,8806.0
Missouri,29127.0,9859.0
Ohio,39101.0,24624.0
Oregon,41047.0,88617.0
South Carolina,45067.0,10686.0
Tennessee,47115.0,11122.0
Texas,48315.0,2053.0
West Virginia,54049.0,20513.0
California,6043.0,4552.0
South Carolina,45069.0,9965.0
Michigan,26103.0,20462.0
Wisconsin,55077.0,4656.0
Alabama,1095.0,33032.0
Illinois,17123.0,3492.0
Indiana,18099.0,14092.0
Iowa,19127.0,11503.0
Kansas,20117.0,2964.0
Kentucky,21157.0,10285.0
Minnesota,27089.0,2533.0
Mississippi,28093.0,12074.0
Oklahoma,40095.0,5684.0
South Dakota,46091.0,960.0
Tennessee,47117.0,12765.0
West Virginia,54051.0,11267.0
Florida,12085.0,40558.0
Indiana,18101.0,2622.0
Kentucky,21159.0,4251.0
Minnesota,27091.0,6750.0
North Carolina,37117.0,7627.0
Texas,48317.0,1401.0
Virginia,51690.0,4604.0
Illinois,17125.0,4738.0
Kentucky,21161.0,6346.0
Michigan,26105.0,8399.0
Texas,48319.0,1111.0
Washington,53045.0,15923.0
West Virginia,54053.0,9015.0
Illinois,17127.0,4667.0
Texas,48321.0,10550.0
Alaska,2170.0,40707.0
Virginia,51115.0,2072.0
Hawaii,15009.0,45597.0
Puerto Rico,72095.0,3475.0
Tennessee,47119.0,35167.0
Texas,48323.0,25381.0
Puerto Rico,72097.0,23216.0
Oklahoma,40097.0,12399.0
Oklahoma,40087.0,14147.0
Montana,30055.0,452.0
South Dakota,46087.0,1510.0
South Carolina,45065.0,2759.0
Kentucky,21145.0,24038.0
Kentucky,21147.0,7756.0
Texas,48307.0,2000.0
Oklahoma,40089.0,9754.0
Missouri,29119.0,6658.0
Illinois,17109.0,9161.0
North Carolina,37111.0,17387.0
West Virginia,54047.0,7511.0
Georgia,13189.0,6181.0
Illinois,17111.0,98588.0
North Dakota,38049.0,1581.0
Georgia,13191.0,2877.0
North Dakota,38051.0,897.0
Oklahoma,40091.0,6401.0
Pennsylvania,42083.0,9828.0
North Dakota,38053.0,3659.0
New Mexico,35031.0,33610.0
Illinois,17113.0,64363.0
Kentucky,21149.0,3361.0
North Dakota,38055.0,3192.0
Texas,48309.0,73767.0
Minnesota,27085.0,13076.0
Tennessee,47107.0,20097.0
Texas,48311.0,196.0
Tennessee,47109.0,9608.0
Kansas,20113.0,9655.0
Nebraska,31117.0,78.0
South Dakota,46089.0,534.0
Kansas,20119.0,1445.0
Kentucky,21163.0,7531.0
South Dakota,46093.0,8404.0
Montana,30059.0,598.0
North Carolina,37119.0,369208.0
Virginia,51117.0,7924.0
Michigan,26107.0,10348.0
Ohio,39103.0,51181.0
Texas,48325.0,12426.0
Minnesota,27093.0,7224.0
Ohio,39105.0,6446.0
Tennessee,47121.0,4183.0
South Dakota,46095.0,654.0
Illinois,17129.0,4612.0
Texas,48327.0,662.0
California,6045.0,21776.0
Kentucky,21165.0,2431.0
Michigan,26109.0,7236.0
Wisconsin,55078.0,2428.0
California,6047.0,89763.0
Illinois,17131.0,4952.0
Kentucky,21167.0,9492.0
Missouri,29129.0,909.0
New Jersey,34021.0,112003.0
North Dakota,38057.0,3018.0
Ohio,39107.0,11413.0
Pennsylvania,42085.0,28556.0
West Virginia,54055.0,23646.0
Georgia,13199.0,5605.0
Nebraska,31121.0,2095.0
New Hampshire,33013.0,40397.0
Colorado,8077.0,52015.0
Kentucky,21169.0,3746.0
Indiana,18103.0,10919.0
Kansas,20121.0,9696.0
Ohio,39109.0,32120.0
Florida,12086.0,1547142.0
Connecticut,9007.0,38930.0
Massachusetts,25017.0,438519.0
New Jersey,34023.0,276553.0
Virginia,51119.0,2538.0
Michigan,26111.0,23600.0
Texas,48329.0,48289.0
Pennsylvania,42087.0,15226.0
Texas,48331.0,6209.0
Utah,49027.0,3691.0
Minnesota,27095.0,8487.0
Arkansas,5091.0,11636.0
Georgia,13201.0,2053.0
Missouri,29131.0,7099.0
Iowa,19129.0,4012.0
Texas,48333.0,1510.0
Wisconsin,55079.0,343004.0
South Dakota,46097.0,542.0
Colorado,8079.0,312.0
Montana,30061.0,1381.0
Nevada,32021.0,1504.0
West Virginia,54057.0,10321.0
West Virginia,54059.0,10033.0
Idaho,16067.0,4844.0
South Dakota,46099.0,65454.0
Michigan,26113.0,3596.0
Arkansas,5093.0,16442.0
Missouri,29133.0,4438.0
Montana,30063.0,34151.0
Georgia,13205.0,6337.0
Iowa,19131.0,2847.0
Kansas,20123.0,1766.0
North Carolina,37121.0,4791.0
Texas,48335.0,2147.0
Alabama,1097.0,135201.0
Puerto Rico,72099.0,13677.0
California,6049.0,1334.0
Colorado,8081.0,3748.0
Arizona,4015.0,67574.0
Missouri,29135.0,4403.0
New Jersey,34025.0,224275.0
California,6051.0,3638.0
Iowa,19133.0,2105.0
West Virginia,54061.0,31675.0
Alabama,1099.0,6758.0
Arkansas,5095.0,2311.0
Florida,12087.0,22541.0
Georgia,13207.0,7087.0
Illinois,17133.0,11493.0
Indiana,18105.0,34524.0
Iowa,19135.0,2204.0
Kentucky,21171.0,4512.0
Michigan,26115.0,48717.0
Mississippi,28095.0,13865.0
Missouri,29137.0,2515.0
New York,36055.0,194657.0
Ohio,39111.0,4258.0
Pennsylvania,42089.0,48284.0
Tennessee,47123.0,18436.0
West Virginia,54063.0,5974.0
Wisconsin,55081.0,14812.0
Texas,48337.0,5297.0
Michigan,26117.0,20128.0
California,6053.0,122827.0
Colorado,8083.0,7717.0
Alabama,1101.0,74047.0
Arkansas,5097.0,1775.0
Georgia,13209.0,2338.0
Illinois,17135.0,12210.0
Indiana,18107.0,12329.0
Iowa,19137.0,2613.0
Kansas,20125.0,11031.0
Kentucky,21173.0,11435.0
Maryland,24031.0,246817.0
Mississippi,28097.0,3710.0
Missouri,29139.0,3120.0
New York,36057.0,15209.0
North Carolina,37123.0,9074.0
Ohio,39113.0,163234.0
Pennsylvania,42091.0,200695.0
Tennessee,47125.0,63942.0
Texas,48339.0,171922.0
Virginia,51121.0,25212.0
Michigan,26119.0,2005.0
Pennsylvania,42093.0,6006.0
Colorado,8085.0,11211.0
South Dakota,46101.0,1694.0
North Carolina,37125.0,31811.0
Tennessee,47127.0,2755.0
Texas,48341.0,5975.0
New Mexico,35033.0,992.0
Louisiana,22067.0,8578.0
Alabama,1103.0,46671.0
Colorado,8087.0,7003.0
Georgia,13211.0,5645.0
Illinois,17137.0,12479.0
Indiana,18109.0,19620.0
Kentucky,21175.0,6771.0
Missouri,29141.0,4936.0
Ohio,39115.0,4156.0
Tennessee,47129.0,7887.0
Utah,49029.0,3247.0
West Virginia,54065.0,5250.0
Puerto Rico,72101.0,9578.0
Nebraska,31123.0,1354.0
Kansas,20127.0,1769.0
New Jersey,34027.0,166264.0
Texas,48343.0,2987.0
Minnesota,27097.0,11214.0
Ohio,39117.0,9426.0
Oregon,41049.0,3412.0
Kansas,20129.0,742.0
North Dakota,38059.0,13293.0
Texas,48345.0,296.0
Illinois,17139.0,4959.0
North Dakota,38061.0,3906.0
Minnesota,27099.0,13916.0
Kentucky,21177.0,13349.0
Oregon,41051.0,172262.0
Georgia,13213.0,13572.0
Minnesota,27101.0,2404.0
Oklahoma,40099.0,5317.0
Iowa,19139.0,11290.0
Georgia,13215.0,46174.0
Michigan,26121.0,51076.0
Ohio,39119.0,31879.0
Oklahoma,40101.0,24634.0
Montana,30065.0,1109.0
Texas,48347.0,14913.0
Puerto Rico,72103.0,7545.0
Nebraska,31125.0,913.0
Massachusetts,25019.0,3957.0
California,6055.0,36088.0
Puerto Rico,72105.0,10276.0
North Carolina,37127.0,32745.0
Florida,12089.0,27262.0
New York,36059.0,551777.0
Louisiana,22069.0,13072.0
Wyoming,56025.0,25882.0
Arizona,4017.0,48672.0
Texas,48349.0,14864.0
Kentucky,21179.0,19324.0
North Dakota,38063.0,931.0
Virginia,51125.0,3263.0
Kansas,20131.0,3813.0
Nebraska,31127.0,1599.0
Kansas,20133.0,6124.0
Mississippi,28099.0,12895.0
Kansas,20135.0,916.0
Arkansas,5099.0,2777.0
California,6057.0,22556.0
Delaware,10003.0,188454.0
North Carolina,37129.0,64711.0
Connecticut,9009.0,258381.0
Virginia,51127.0,5986.0
Connecticut,9011.0,74124.0
Missouri,29143.0,6129.0
New York,,3252967.0
Michigan,26123.0,13760.0
South Carolina,45071.0,16534.0
Rhode Island,44005.0,26630.0
Virginia,51700.0,49995.0
Arkansas,5101.0,2055.0
Georgia,13217.0,30872.0
Indiana,18111.0,3125.0
Mississippi,28101.0,7140.0
Missouri,29145.0,13881.0
Texas,48351.0,1992.0
Idaho,16069.0,10663.0
New York,36063.0,60246.0
Kentucky,21181.0,2733.0
West Virginia,54067.0,9414.0
Minnesota,27103.0,9925.0
Wyoming,56027.0,863.0
Indiana,18113.0,15773.0
Ohio,39121.0,3918.0
Oklahoma,40103.0,3621.0
Minnesota,27105.0,8212.0
Missouri,29147.0,7643.0
Texas,48353.0,2979.0
Alaska,2180.0,7637.0
Massachusetts,25021.0,174077.0
Virginia,51710.0,54167.0
Minnesota,27107.0,1807.0
Alaska,2185.0,5527.0
North Carolina,37131.0,5950.0
Pennsylvania,42095.0,100410.0
Virginia,51131.0,2914.0
Pennsylvania,42097.0,28784.0
Virginia,51133.0,2719.0
Alaska,2188.0,5869.0
Kansas,20137.0,2460.0
Virginia,51720.0,1620.0
Virginia,51135.0,5692.0
Oklahoma,40105.0,3266.0
Mississippi,28103.0,3643.0
Nebraska,31129.0,1103.0
Texas,48355.0,114639.0
Nevada,32023.0,9173.0
Iowa,19141.0,3902.0
Michigan,26125.0,386806.0
Tennessee,47131.0,13575.0
New Jersey,34029.0,216686.0
Michigan,26127.0,7792.0
Texas,48357.0,2621.0
Georgia,13219.0,10583.0
South Carolina,45073.0,29124.0
Wisconsin,55083.0,13441.0
Michigan,26129.0,5106.0
South Dakota,46102.0,5123.0
Illinois,17141.0,17558.0
Georgia,13221.0,3774.0
Indiana,18115.0,1772.0
Kentucky,21183.0,8974.0
West Virginia,54069.0,13978.0
Florida,12091.0,61967.0
Washington,53047.0,10874.0
Florida,12093.0,12461.0
Oklahoma,40107.0,4259.0
Oklahoma,40109.0,246781.0
Oklahoma,40111.0,11820.0
Mississippi,28105.0,13813.0
Kentucky,21185.0,23794.0
Texas,48359.0,614.0
North Dakota,38065.0,379.0
Minnesota,27109.0,53346.0
Idaho,16071.0,966.0
New York,36065.0,69822.0
Wisconsin,55085.0,11095.0
New York,36067.0,144255.0
North Carolina,37133.0,65356.0
New York,36069.0,26587.0
Michigan,26131.0,1354.0
California,6059.0,792016.0
Florida,12095.0,474111.0
Indiana,18117.0,5962.0
New York,36071.0,140973.0
North Carolina,37135.0,39572.0
Texas,48361.0,18494.0
Vermont,50017.0,5173.0
Virginia,51137.0,9212.0
South Carolina,45075.0,29820.0
Missouri,29149.0,2452.0
Louisiana,22071.0,114653.0
New York,36073.0,10702.0
Vermont,50019.0,7178.0
Puerto Rico,72107.0,6873.0
Kansas,20139.0,4914.0
Missouri,29151.0,3798.0
Oklahoma,40113.0,13919.0
Kansas,20141.0,1013.0
Florida,12097.0,143893.0
Iowa,19143.0,1579.0
Michigan,26133.0,6032.0
Michigan,26135.0,1699.0
New York,36075.0,35094.0
Colorado,8089.0,5337.0
New Mexico,35035.0,19345.0
Nebraska,31131.0,3915.0
Michigan,26137.0,6810.0
New York,36077.0,13450.0
Kansas,20143.0,1459.0
Michigan,26139.0,88265.0
Ohio,39123.0,10923.0
Oklahoma,40115.0,11773.0
Minnesota,27111.0,16548.0
Arkansas,5103.0,6779.0
Louisiana,22073.0,65145.0
Colorado,8091.0,1127.0
Wisconsin,55087.0,64810.0
Tennessee,47133.0,8704.0
Indiana,18119.0,6912.0
Kentucky,21187.0,3140.0
Kentucky,21189.0,2102.0
Idaho,16073.0,2619.0
Maine,23017.0,14659.0
Missouri,29153.0,2042.0
Wisconsin,55089.0,27985.0
Washington,53049.0,4880.0
Iowa,19145.0,3861.0
Virginia,51139.0,7084.0
Florida,12099.0,479806.0
Iowa,19147.0,2424.0
Texas,48363.0,7954.0
North Carolina,37137.0,3475.0
Mississippi,28107.0,12460.0
Texas,48365.0,5753.0
Colorado,8093.0,3507.0
Montana,30067.0,5140.0
Wyoming,56029.0,7735.0
Indiana,18121.0,4351.0
Texas,48367.0,39912.0
Texas,48369.0,2570.0
Florida,12101.0,159666.0
North Carolina,37139.0,10697.0
New Jersey,34031.0,193988.0
Puerto Rico,72109.0,5979.0
Virginia,51141.0,5000.0
Georgia,13223.0,46867.0
Ohio,39125.0,5591.0
Kansas,20145.0,2626.0
Nebraska,31133.0,522.0
Oklahoma,40117.0,5135.0
Idaho,16075.0,6827.0
Oklahoma,40119.0,23479.0
Georgia,13225.0,7959.0
Mississippi,28109.0,17843.0
Texas,48371.0,3659.0
North Dakota,38067.0,2409.0
Missouri,29155.0,3829.0
Washington,53051.0,2991.0
North Carolina,37141.0,18779.0
Texas,48999.0,65.0
Kentucky,21191.0,4406.0
West Virginia,54071.0,2368.0
Minnesota,27113.0,4344.0
South Dakota,46103.0,39108.0
Maine,23019.0,38007.0
Puerto Rico,72111.0,6002.0
Illinois,17143.0,60126.0
Wisconsin,55091.0,2308.0
Nebraska,31135.0,588.0
South Dakota,46105.0,830.0
North Carolina,37143.0,3577.0
Alabama,1105.0,2683.0
Arkansas,5105.0,3020.0
Illinois,17145.0,9184.0
Indiana,18123.0,5885.0
Kentucky,21193.0,16063.0
Mississippi,28111.0,3781.0
Missouri,29157.0,6355.0
Ohio,39127.0,10404.0
Pennsylvania,42099.0,10482.0
Tennessee,47135.0,2814.0
Nevada,32027.0,2368.0
North Carolina,37145.0,12228.0
Alaska,2195.0,924.0
Virginia,51730.0,10273.0
Montana,30069.0,45.0
Missouri,29159.0,14965.0
Missouri,29161.0,12947.0
Nebraska,31137.0,2803.0
Pennsylvania,42101.0,395740.0
Arkansas,5107.0,5890.0
Colorado,8095.0,1128.0
Kansas,20147.0,1697.0
Montana,30071.0,1150.0
Illinois,17147.0,5596.0
Ohio,39129.0,21344.0
Alabama,1107.0,6364.0
Georgia,13227.0,10175.0
South Carolina,45077.0,54851.0
Tennessee,47137.0,2205.0
Georgia,13229.0,6439.0
Nebraska,31139.0,1555.0
North Dakota,38069.0,1253.0
Washington,53053.0,246895.0
Wisconsin,55093.0,13601.0
Alabama,1109.0,9276.0
Arkansas,5109.0,2965.0
Georgia,13231.0,6516.0
Illinois,17149.0,6167.0
Indiana,18125.0,4506.0
Kentucky,21195.0,25242.0
Mississippi,28113.0,12859.0
Missouri,29163.0,5256.0
Ohio,39131.0,10005.0
Pennsylvania,42103.0,13487.0
Arizona,4019.0,318721.0
Arizona,4021.0,157389.0
Minnesota,27115.0,8600.0
Florida,12103.0,275669.0
Minnesota,27117.0,2427.0
Maine,23021.0,3963.0
Colorado,8097.0,8086.0
North Carolina,37147.0,67270.0
Oklahoma,40121.0,13945.0
Virginia,51143.0,19183.0
Utah,49031.0,361.0
California,6061.0,91766.0
Louisiana,22075.0,7962.0
Missouri,29165.0,12851.0
Nebraska,31141.0,10402.0
Wyoming,56031.0,2301.0
West Virginia,54073.0,2512.0
California,6063.0,4301.0
Iowa,19149.0,7215.0
Massachusetts,25023.0,143891.0
Iowa,19151.0,1949.0
West Virginia,54075.0,2574.0
Arkansas,5111.0,10128.0
Louisiana,22077.0,8037.0
Arkansas,5113.0,4654.0
Florida,12105.0,260323.0
Georgia,13233.0,13795.0
Iowa,19153.0,148050.0
Minnesota,27119.0,10736.0
Missouri,29167.0,9958.0
Nebraska,31143.0,1387.0
North Carolina,37149.0,5068.0
Oregon,41053.0,20653.0
Tennessee,47139.0,5659.0
Texas,48373.0,8455.0
Wisconsin,55095.0,15216.0
Puerto Rico,72113.0,42979.0
Montana,30073.0,1484.0
Mississippi,28115.0,12907.0
Oklahoma,40123.0,16871.0
Arkansas,5115.0,20974.0
Illinois,17151.0,1267.0
Minnesota,27121.0,3999.0
Virginia,51735.0,2986.0
Ohio,39133.0,44588.0
Wisconsin,55097.0,22970.0
Indiana,18127.0,47794.0
Virginia,51740.0,26741.0
Indiana,18129.0,7921.0
Kansas,20149.0,7140.0
Oklahoma,40125.0,27099.0
Iowa,19155.0,28050.0
Pennsylvania,42105.0,3896.0
South Dakota,46107.0,812.0
Texas,48375.0,43653.0
Montana,30075.0,418.0
Kentucky,21197.0,6561.0
Montana,30077.0,2227.0
Idaho,16077.0,1708.0
Iowa,19157.0,4692.0
Virginia,51145.0,6397.0
Arkansas,5117.0,2418.0
Montana,30079.0,292.0
Kansas,20151.0,2284.0
Ohio,39135.0,11699.0
Mississippi,28117.0,10284.0
Texas,48377.0,1271.0
Michigan,26141.0,2403.0
West Virginia,54077.0,11138.0
Wisconsin,55099.0,4108.0
Virginia,51147.0,6832.0
Virginia,51149.0,11613.0
Maryland,24033.0,230114.0
Virginia,51153.0,128344.0
Alaska,2198.0,1837.0
Rhode Island,44007.0,279407.0
Colorado,8099.0,3246.0
Colorado,8101.0,62287.0
Arkansas,5119.0,128164.0
Georgia,13235.0,2711.0
Illinois,17153.0,2062.0
Indiana,18131.0,3553.0
Kentucky,21199.0,22209.0
Missouri,29169.0,10808.0
Virginia,51155.0,11013.0
Oklahoma,40127.0,3294.0
Florida,12107.0,21210.0
Georgia,13237.0,5275.0
Illinois,17155.0,1422.0
Indiana,18133.0,11205.0
Missouri,29171.0,1181.0
New York,36079.0,31844.0
Ohio,39137.0,9972.0
Tennessee,47141.0,29821.0
West Virginia,54079.0,20951.0
New Mexico,35037.0,2573.0
Puerto Rico,72115.0,9237.0
Maryland,24035.0,8878.0
Georgia,13239.0,556.0
Mississippi,28119.0,1835.0
Georgia,13241.0,4150.0
Wisconsin,55101.0,71517.0
Virginia,51750.0,5212.0
Texas,48379.0,2093.0
West Virginia,54081.0,30841.0
Missouri,29173.0,2963.0
Minnesota,27123.0,160214.0
North Dakota,38071.0,4396.0
Texas,48381.0,47275.0
Alabama,1111.0,6559.0
Arkansas,5121.0,6466.0
Georgia,13243.0,1834.0
Illinois,17157.0,12986.0
Indiana,18135.0,7019.0
Missouri,29175.0,7218.0
North Carolina,37151.0,44787.0
West Virginia,54083.0,12205.0
Mississippi,28121.0,47117.0
North Dakota,38073.0,1931.0
Louisiana,22079.0,42946.0
Virginia,51157.0,1374.0
Montana,30081.0,8588.0
Kansas,20153.0,807.0
Missouri,29177.0,6224.0
Texas,48383.0,1000.0
Texas,48385.0,979.0
Minnesota,27125.0,1075.0
Louisiana,22081.0,2583.0
Texas,48387.0,2726.0
Nebraska,31145.0,2716.0
Minnesota,27127.0,4802.0
Texas,48389.0,5895.0
Texas,48391.0,2343.0
Kansas,20155.0,22871.0
New York,36083.0,42267.0
Minnesota,27129.0,4580.0
North Dakota,38075.0,667.0
Kansas,20157.0,1552.0
Missouri,29179.0,1398.0
Tennessee,47143.0,11836.0
Kansas,20159.0,3100.0
Minnesota,27131.0,20780.0
Utah,49033.0,381.0
Nebraska,31147.0,2295.0
Illinois,17159.0,6346.0
Louisiana,22083.0,9103.0
Montana,30083.0,3025.0
North Dakota,38077.0,4823.0
Ohio,39139.0,39371.0
South Carolina,45079.0,161623.0
Wisconsin,55103.0,5019.0
Georgia,13245.0,60814.0
North Carolina,37153.0,16515.0
Virginia,51159.0,2926.0
Virginia,51760.0,61368.0
Kansas,20161.0,16490.0
Puerto Rico,72117.0,4542.0
Iowa,19159.0,1324.0
New Mexico,35039.0,13437.0
Colorado,8103.0,2242.0
Colorado,8105.0,3647.0
Puerto Rico,72119.0,14928.0
Indiana,18137.0,10107.0
Missouri,29181.0,3200.0
West Virginia,54085.0,3063.0
California,6065.0,778836.0
Tennessee,47145.0,19742.0
West Virginia,54087.0,4566.0
Virginia,51161.0,28445.0
Virginia,51770.0,28420.0
South Dakota,46109.0,2860.0
Texas,48393.0,190.0
Kentucky,21201.0,880.0
Tennessee,47147.0,26199.0
Texas,48395.0,4976.0
North Carolina,37155.0,52415.0
Minnesota,27133.0,2795.0
Nebraska,31149.0,194.0
Wisconsin,55105.0,55670.0
Illinois,17161.0,42862.0
Virginia,51163.0,5216.0
Kentucky,21203.0,6720.0
Georgia,13247.0,23835.0
New Hampshire,33015.0,84901.0
North Carolina,37157.0,27783.0
Virginia,51165.0,19233.0
New York,36087.0,119501.0
Texas,48397.0,31854.0
Oklahoma,40129.0,1089.0
Oklahoma,40131.0,31717.0
North Dakota,38079.0,8094.0
Kansas,20163.0,1585.0
Montana,30085.0,4049.0
New Mexico,35041.0,6246.0
Michigan,26143.0,5646.0
Minnesota,27135.0,5074.0
Montana,30087.0,3118.0
Ohio,39141.0,25128.0
Northern Mariana Islands,69100.0,422.0
Colorado,8107.0,7920.0
Kentucky,21205.0,9860.0
North Carolina,37159.0,51814.0
Texas,48399.0,2670.0
Indiana,18139.0,6114.0
Kansas,20165.0,967.0
Texas,48401.0,12517.0
Wisconsin,55107.0,4198.0
Alabama,1113.0,13062.0
Kansas,20167.0,2157.0
Kentucky,21207.0,8441.0
Virginia,51167.0,9557.0
North Carolina,37161.0,21713.0
Tennessee,47149.0,117478.0
Vermont,50021.0,17342.0
Puerto Rico,72121.0,6713.0
Louisiana,22085.0,8106.0
Texas,48403.0,1672.0
Iowa,19161.0,2898.0
California,6067.0,411261.0
Maine,23023.0,7072.0
Michigan,26145.0,62400.0
Colorado,8109.0,1534.0
Northern Mariana Islands,69110.0,12574.0
New Jersey,34033.0,18650.0
Virginia,51775.0,7314.0
Puerto Rico,72123.0,9051.0
Arkansas,5125.0,37232.0
Illinois,17165.0,10402.0
Kansas,20169.0,17156.0
Missouri,29195.0,7237.0
Nebraska,31151.0,4472.0
Utah,49035.0,411491.0
South Carolina,45081.0,4687.0
North Carolina,37163.0,23630.0
Texas,48405.0,1167.0
California,6069.0,18852.0
California,6071.0,746804.0
California,6073.0,1070803.0
California,6075.0,211038.0
Puerto Rico,72125.0,9492.0
Texas,48407.0,6547.0
California,6077.0,227902.0
Colorado,8111.0,316.0
New Mexico,35045.0,52711.0
Utah,49037.0,5176.0
Washington,53055.0,2015.0
Puerto Rico,72127.0,106071.0
Puerto Rico,72129.0,12303.0
California,6079.0,74849.0
California,6081.0,195474.0
Colorado,8113.0,2718.0
New Mexico,35047.0,7688.0
Texas,48409.0,16651.0
Texas,48411.0,1523.0
Puerto Rico,72131.0,14587.0
South Dakota,46111.0,679.0
Montana,30089.0,2449.0
New Mexico,35043.0,45273.0
Ohio,39143.0,17735.0
Illinois,17167.0,76920.0
Michigan,26151.0,10653.0
Utah,49039.0,9031.0
California,6083.0,120319.0
California,6085.0,499663.0
Arizona,4023.0,19662.0
California,6087.0,72744.0
New Mexico,35049.0,40709.0
Puerto Rico,72133.0,6965.0
Florida,12113.0,59197.0
Florida,12115.0,121030.0
New York,36091.0,62192.0
North Dakota,38081.0,1313.0
Nebraska,31153.0,59143.0
Wisconsin,55111.0,21071.0
Nebraska,31155.0,5614.0
Wisconsin,55113.0,6081.0
New York,36093.0,44188.0
Texas,48413.0,673.0
Georgia,13249.0,1422.0
New York,36095.0,6658.0
Michigan,26153.0,2240.0
Illinois,17169.0,2480.0
Missouri,29197.0,895.0
New York,36097.0,4374.0
Pennsylvania,42107.0,42814.0
Ohio,39145.0,27974.0
Missouri,29199.0,841.0
North Carolina,37165.0,12945.0
Arkansas,5127.0,2863.0
Illinois,17171.0,1579.0
Indiana,18143.0,9481.0
Iowa,19163.0,49206.0
Kansas,20171.0,1583.0
Kentucky,21209.0,22956.0
Minnesota,27139.0,48136.0
Mississippi,28123.0,7898.0
Missouri,29201.0,13915.0
Tennessee,47151.0,12325.0
Virginia,51169.0,7722.0
Nebraska,31157.0,11564.0
Georgia,13251.0,3191.0
Texas,48415.0,5995.0
Arkansas,5129.0,2575.0
Arkansas,5131.0,39367.0
Colorado,8115.0,586.0
Kansas,20173.0,171780.0
Florida,12117.0,132005.0
Georgia,13253.0,2539.0
Oklahoma,40133.0,7807.0
New York,36099.0,7813.0
Ohio,39147.0,15835.0
Tennessee,47153.0,5179.0
Oklahoma,40135.0,13014.0
Arkansas,5133.0,7125.0
Tennessee,47155.0,36763.0
Utah,49041.0,6066.0
Kansas,20175.0,8520.0
Nebraska,31159.0,3769.0
Texas,48417.0,1119.0
Missouri,29203.0,1921.0
Mississippi,28125.0,1169.0
Arkansas,5135.0,5718.0
California,6089.0,44886.0
Wisconsin,55115.0,14410.0
Kansas,20177.0,61020.0
Wisconsin,55117.0,39649.0
Alabama,1117.0,78343.0
Illinois,17173.0,7624.0
Indiana,18145.0,17180.0
Iowa,19165.0,3187.0
Kentucky,21211.0,16988.0
Missouri,29205.0,2081.0
Ohio,39149.0,13373.0
Tennessee,47157.0,299438.0
Texas,48419.0,5374.0
Virginia,51171.0,14097.0
Minnesota,27141.0,32037.0
Kansas,20179.0,904.0
Montana,30091.0,932.0
Nebraska,31161.0,1160.0
North Dakota,38083.0,347.0
Wyoming,56033.0,10043.0
Kansas,20181.0,1815.0
Nebraska,31163.0,691.0
Oregon,41055.0,390.0
Texas,48421.0,436.0
Michigan,26155.0,22305.0
Idaho,16079.0,3123.0
Minnesota,27143.0,4267.0
California,6091.0,374.0
New Mexico,35051.0,2502.0
Montana,30093.0,9993.0
Kentucky,21213.0,7567.0
Mississippi,28127.0,8693.0
Iowa,19167.0,9031.0
Nebraska,31165.0,82.0
North Dakota,38085.0,1676.0
California,6093.0,8925.0
Alaska,2220.0,3505.0
Washington,53057.0,28977.0
Alaska,2230.0,664.0
Washington,53059.0,1807.0
North Dakota,38087.0,74.0
Kansas,20183.0,842.0
Mississippi,28129.0,5083.0
Tennessee,47159.0,7354.0
Texas,48423.0,49633.0
Virginia,51173.0,12164.0
Washington,53061.0,206757.0
Pennsylvania,42109.0,9809.0
New Mexico,35053.0,4770.0
California,6095.0,123221.0
Maine,23025.0,13031.0
Maryland,24039.0,6200.0
New Jersey,34035.0,98541.0
Pennsylvania,42111.0,22367.0
Texas,48425.0,2212.0
California,6097.0,120012.0
Virginia,51175.0,4510.0
Alaska,2240.0,2479.0
Georgia,13255.0,19364.0
South Carolina,45083.0,117645.0
Indiana,18147.0,6180.0
Kentucky,21215.0,7113.0
South Dakota,46115.0,1696.0
Washington,53063.0,155367.0
Virginia,51177.0,35467.0
Louisiana,22087.0,14515.0
Louisiana,22089.0,17343.0
Missouri,29183.0,130848.0
Alabama,1115.0,33383.0
Illinois,17163.0,88692.0
Michigan,26147.0,50723.0
Missouri,29185.0,2619.0
Wisconsin,55109.0,31064.0
Virgin Islands,78010.0,12992.0
Arkansas,5123.0,8569.0
Missouri,29187.0,23643.0
Louisiana,22091.0,2278.0
Louisiana,22093.0,7381.0
Virgin Islands,78020.0,1054.0
Louisiana,22095.0,13347.0
Florida,12109.0,78491.0
Indiana,18141.0,84967.0
Michigan,26149.0,16136.0
Louisiana,22097.0,28002.0
New York,36089.0,26693.0
Minnesota,27137.0,60871.0
Missouri,29189.0,296063.0
Missouri,29510.0,76588.0
Florida,12111.0,96059.0
Louisiana,22099.0,15901.0
Louisiana,22101.0,15394.0
Maryland,24037.0,24639.0
Louisiana,22103.0,91748.0
Virgin Islands,78030.0,10792.0
Kansas,20185.0,1403.0
Virginia,51179.0,42282.0
California,6099.0,168922.0
